loss,time,_timestamp,step,_runtime,loss_boundary,_step,loss_interior,l2_error
0.0025142691130625536,147.59493446350098,1743746187.8818958,9413,150.66376972198486,0.0006154974173711341,98,0.0018987716956914195,0.023254145846435186
0.0034184409079393717,162.05182552337646,1743746202.3378074,10354,165.1196813583374,0.0006334791157918629,99,0.002784961792147509,0.022093845963475803
0.0020289767567105293,177.62494206428528,1743746217.9111898,11389,180.6930637359619,0.0005981469338677918,100,0.0014308298228427377,0.019295609133789974
0.0019179327784745917,194.8421769142151,1743746235.128395,12528,197.91026902198792,0.0004084916047456515,101,0.0015094411737289401,0.019849716351273274
0.0012063962844846186,213.6300892829895,1743746253.916128,13781,216.69800186157227,0.0003481512441889745,102,0.0008582450402956441,0.018042390749471945
0.0015280736901611808,233.90663051605225,1743746274.1926765,15159,236.97455048561096,0.00031450210257929324,103,0.0012135715875818875,0.020317003622123266
0.0013687825418667015,256.8133134841919,1743746297.0993104,16675,259.8811843395233,0.00020294883874306537,104,0.0011658337031236362,0.0176748216033108
0.0015404090375529173,282.28017807006836,1743746322.5662508,18342,285.34812474250793,0.0004108919466653437,105,0.0011295170908875735,0.01641106724322199
0.000691985682962742,309.5078489780426,1743746349.7937725,20177,312.57564640045166,0.00018677814487392904,106,0.000505207538088813,0.013679688534273106
0.0008211697236912361,340.87815284729004,1743746381.1642132,22194,343.9460871219635,0.00019255146686495802,107,0.0006286182568262781,0.01659953823766772
0.000630507662540764,374.42087984085083,1743746414.7068942,24414,377.4887681007385,0.00015832568254759512,108,0.00047218197999316893,0.01260299484450916
0.0018399060461895165,411.18503284454346,1743746451.4712138,26855,414.25308775901794,0.00022018789004359517,109,0.0016197181561459213,0.014219849809882945
0.0007229575771638313,451.1764135360718,1743746491.462537,29540,454.2444109916687,0.00016794586350531916,110,0.0005550117136585121,0.010924313186578077
0.0022542895715884337,494.46401810646057,1743746534.7499902,32494,497.53186416625977,0.00045778099803593403,111,0.0017965085735524996,0.012820805886903656
0.0004126320815619919,542.17768907547,1743746582.463626,35744,545.2454998493195,0.00010363502271824428,112,0.0003089970588437476,0.010055199934944806
0.00036323834345081065,593.7722859382629,1743746634.0582187,39318,596.8400926589966,9.828905200337396e-05,113,0.0002649492914474367,0.0102041813534734
0.0025410128982868534,651.5432198047638,1743746691.8293233,43250,654.6111972332001,0.00013298139369250541,114,0.002408031504594348,0.012511114324096542
0.0025941793729429303,717.8448750972748,1743746758.1308877,47575,720.9127616882324,0.00011190695746432113,115,0.002482272415478609,0.01082218836074054
0.0004708995232201496,789.9191908836365,1743746830.2052872,52332,792.9871611595154,7.052786332132063e-05,116,0.000400371659898829,0.011293780391571197
0.0006540025072878193,870.9178867340088,1743746911.2041316,57566,873.9860055446625,7.180805367084214e-05,117,0.0005821944536169772,0.010208969785152957
0.0005896671027547329,960.5728888511658,1743747000.8587818,63322,963.6406557559967,0.00011163750132610445,118,0.00047802960142862846,0.008990294981362713
0.00037214638946267257,1057.7984993457794,1743747098.084845,69654,1060.866719007492,4.6367368473144505e-05,119,0.0003257790209895281,0.007378338750073805
0.0003261455307872075,1160.4891633987427,1743747200.7750626,76620,1163.5569365024567,6.83447494000161e-05,120,0.00025780078138719137,0.007564588752699663
0.00015631606888652605,1271.8249723911285,1743747312.1110601,84281,1274.8929340839386,3.52787866789281e-05,121,0.00012103728220759796,0.006628934516248924
0.00015600977091146832,1394.134719133377,1743747434.4208024,92710,1397.2026762962341,3.3392248520589194e-05,122,0.00012261752239087914,0.0060179472435528646
