time,_step,_runtime,loss_boundary,loss_interior,loss,step,l2_error,_timestamp
1421.1866493225098,88,1424.035033941269,7.170461490288622e-11,9.926193892535323e-11,1.7096655382823945e-10,3629,8.814703959085323e-06,1743727484.8085918
1563.2035274505615,89,1566.0519301891327,7.70473163793699e-11,8.139391690688059e-11,1.584412332862505e-10,3992,6.885510509304262e-06,1743727626.825488
1719.209017753601,90,1722.057454109192,9.845029482571206e-11,7.845320228313272e-11,1.769034971088448e-10,4391,6.411471188485168e-06,1743727782.831012
1891.3091776371002,91,1894.1575503349304,4.8342268700994716e-11,5.2116421124080716e-11,1.0045868982507543e-10,4831,5.636201356629211e-06,1743727954.9311082
2080.144869327545,92,2082.99329829216,6.327833075558015e-11,4.748319107265087e-11,1.1076152182823101e-10,5314,6.162872710496744e-06,1743728143.7668562
2287.8582606315613,93,2290.706630706787,5.462955046116089e-11,3.574770601416735e-11,9.037725647532824e-11,5845,7.183986050708683e-06,1743728351.4801886
2516.330142259598,94,2519.1786074638367,4.643057373714931e-11,3.314013811628372e-11,7.957071185343303e-11,6429,6.066964655613383e-06,1743728579.9521654
2767.5316343307495,95,2770.3800282478333,2.673372860947042e-11,3.666910828185369e-11,6.340283689132412e-11,7072,4.194772542021544e-06,1743728831.1535861
3043.7316246032715,96,3046.580088853836,2.5163764868169104e-11,2.9008093087307185e-11,5.4171857955476285e-11,7779,4.044189845867157e-06,1743729107.3536468
3347.9014689922333,97,3350.749826669693,2.3012399475147147e-11,2.1977421545176152e-11,4.4989821020323296e-11,8557,3.4565663869281333e-06,1743729411.5233846
3682.114623785019,98,3684.963026046753,2.0164771143577357e-11,2.1778632007219367e-11,4.1943403150796725e-11,9413,3.1174462702946433e-06,1743729745.736584
4049.544174671173,99,4052.3925800323486,2.0135454669117733e-11,1.662072356109093e-11,3.6756178230208663e-11,10354,3.0607753626361033e-06,1743730113.166138
4453.8360683918,100,4456.684466123581,1.5398583539003136e-11,1.708700620495871e-11,3.2485589743961844e-11,11389,2.985658080905784e-06,1743730517.458024
4898.623001337051,101,4901.47142457962,1.8607916543808855e-11,1.7500790955241863e-11,3.610870749905072e-11,12528,2.699224468719338e-06,1743730962.2449825
5387.644855737686,102,5390.493253469467,1.2109571157175017e-11,1.4092368810438131e-11,2.6201939967613148e-11,13781,2.5259959809275933e-06,1743731451.2668114
5925.736136198044,103,5928.584477186203,9.342979032388141e-12,9.135468478959774e-12,1.8478447511347916e-11,15159,2.397224295140541e-06,1743731989.358035
6517.551597118378,104,6520.39995265007,8.313980191632256e-12,9.567975236854297e-12,1.7881955428486554e-11,16675,2.4180131541106475e-06,1743732581.1735106
7000.27893948555,105,7003.127419948578,6.545028707534058e-12,1.0425762018499422e-11,1.697079072603348e-11,17911,1.9042828397670782e-06,1743733063.9009778
