_timestamp,l2_error,loss,step,time,_runtime,loss_boundary,loss_interior,_step
1746079275.9460301,0.00999969469190304,0.004214986396138181,369,91.86597442626953,94.38174223899841,5.790771074999171e-05,0.004157078685388189,64
1746079284.868186,0.0061163260294476215,0.0014578613287259663,406,100.78810262680054,103.3038980960846,2.4058136343862845e-05,0.0014338031923821035,65
1746079294.5002732,0.003664034022539741,0.0004985911103391116,446,110.41998386383057,112.93598532676697,9.085521944499347e-06,0.0004895055883946122,66
1746079305.340067,0.002214577124720487,0.00014646796167765334,491,121.25990843772888,123.77577900886536,3.3692093840946987e-06,0.00014309875229355864,67
1746079317.12372,0.0014164997357182987,4.1900475111260964e-05,540,133.04372382164001,135.55943202972412,2.0220774904646073e-06,3.9878397620796355e-05,68
1746079330.125204,0.0010596845238213344,1.3347590572254143e-05,594,146.04478812217712,148.56091618537903,1.3734149790880502e-06,1.1974175593166093e-05,69
1746079344.2937007,0.0008944788012447421,5.968483470202888e-06,653,160.21355056762695,162.72941279411316,1.1702756740690386e-06,4.79820779613385e-06,70
1746079359.9179132,0.0008022252691893516,3.5092247182475114e-06,718,175.83777928352356,178.3536252975464,8.138205232188069e-07,2.6954041950287044e-06,71
1746079377.3823645,0.000746878314789567,3.5591271970668383e-06,790,193.30192613601685,195.81807661056519,8.431723430985069e-07,2.7159548539683314e-06,72
1746079396.6789353,0.0006984680234670359,2.922863719475405e-06,869,212.59882974624634,215.11464738845825,7.240360171098554e-07,2.1988277023655497e-06,73
1746079417.9928706,0.0006611689598218261,5.793391064935783e-06,956,233.91236448287964,236.42858266830444,6.594288034426177e-07,5.133962261493165e-06,74
1746079441.3424506,0.0006238815436296897,2.3281681316998658e-06,1052,257.2624011039734,259.7781627178192,5.541628948817208e-07,1.774005236818145e-06,75
1746079467.1873097,0.0005889475396088212,2.0782601244553665e-06,1157,283.10696840286255,285.6230218410492,5.630686570758988e-07,1.5151914673794676e-06,76
1746079495.3456326,0.0005571150564145329,1.915765468503857e-06,1272,311.2654883861542,313.7813446521759,4.78779423196636e-07,1.436986045307221e-06,77
1746079526.764527,0.0005286612941859687,1.6067890406830784e-06,1400,342.68416810035706,345.20023918151855,5.509655188400458e-07,1.0558235218430324e-06,78
1746079560.9630895,0.000503688671883308,1.959371987572925e-06,1539,376.8828547000885,379.3988015651703,4.841042168589364e-07,1.4752677707139885e-06,79
1746079598.809113,0.0004809914036131394,1.4016023364758837e-06,1693,414.7288284301758,417.2448251247406,4.664203520498618e-07,9.351819844260218e-07,80
1746079640.4414353,0.0004599408527655849,1.1308391875002155e-06,1863,456.361079454422,458.87714743614197,3.043137415530451e-07,8.265254459471705e-07,81
1746079686.192279,0.00043937982805027353,1.1496550919088179e-06,2049,502.1119604110718,504.6279911994934,3.6073641659944824e-07,7.889186753093696e-07,82
1746079736.3738058,0.0004214018627706117,1.1552573042568357e-06,2254,552.2934248447418,554.8095178604126,2.7527667727147986e-07,8.799806269853558e-07,83
1746079791.6414783,0.00040559456712897356,1.1541788871660057e-05,2479,607.5611591339111,610.0771903991699,2.38866701197687e-07,1.130292217046237e-05,84
1746079852.7090023,0.0003903975761072994,1.059148467791925e-06,2727,668.6285779476166,671.1447143554688,2.5271155070732577e-07,8.064369170845993e-07,85
1746079919.837849,0.0003762619371858343,7.900180493214598e-07,3000,735.7574956417084,738.273561000824,2.5507305635402096e-07,5.349449929674389e-07,86
1746079993.4106975,0.00036226216786477793,8.950586285634843e-07,3299,809.3304138183594,811.8464095592499,2.35528264501319e-07,6.595303640621653e-07,87
1746080074.3840714,0.0003481506372677455,6.784171511010473e-07,3629,890.3037478923798,892.819783449173,1.9692948856289289e-07,4.814876625381544e-07,88
1746080163.4436839,0.00033725003399729986,7.624384588803048e-07,3992,979.362485408783,981.8793959617615,1.8002873137831422e-07,5.824097275019905e-07,89
1746080261.110287,0.0003236356092971679,5.707670778592336e-07,4391,1077.0290923118591,1079.5459990501404,1.7924817717460957e-07,3.915189006846241e-07,90
1746080369.1014874,0.0003136341563233508,4.717045657875376e-07,4831,1185.0208501815796,1187.537199497223,1.340869386301456e-07,3.3761762715739195e-07,91
1746080487.9187675,0.00030194527798373816,6.71469183590063e-07,5314,1303.8383677005768,1306.3544795513153,1.5792002224661338e-07,5.135491613434496e-07,92
1746080618.4508405,0.0002910656737358563,8.460580120913395e-07,5845,1434.370587348938,1436.8865525722504,1.2314477382299048e-07,7.22913238268349e-07,93
1746080762.1790295,0.00028076862074163093,4.260049407068756e-07,6429,1578.0986666679382,1580.614741563797,1.2576168328475143e-07,3.0024325742212417e-07,94
1746080920.313079,0.0002715799433261476,3.7356896921746025e-07,7072,1736.232770204544,1738.748791217804,1.2525389021975152e-07,2.483150789977087e-07,95
1746081093.996067,0.00026136979174744567,3.8988564908067083e-07,7779,1909.9158079624176,1912.4317791461945,1.1730914119951478e-07,2.7257650788115604e-07,96
1746081285.5955968,0.00025291814078508317,3.240764153289388e-07,8557,2101.515331029892,2104.031308889389,1.1395706759703419e-07,2.1011934773190462e-07,97
